LEFT_HIP_PITCH,LEFT_HIP_ROLL,LEFT_HIP_YAW,LEFT_KNEE,LEFT_ANKLE_PITCH,LEFT_ANKLE_ROLL,RIGHT_HIP_PITCH,RIGHT_HIP_ROLL,RIGHT_HIP_YAW,RIGHT_KNEE,RIGHT_ANKLE_PITCH,RIGHT_ANKLE_ROLL,WAIST_YAW,WAIST_ROLL,WAIST_PITCH,LEFT_SHOULDER_PITCH,LEFT_SHOULDER_ROLL,LEFT_SHOULDER_YAW,LEFT_ELBOW,LEFT_WRIST_ROLL,LEFT_WRIST_PITCH,LEFT_WRIST_YAW,RIGHT_SHOULDER_PITCH,RIGHT_SHOULDER_ROLL,RIGHT_SHOULDER_YAW,RIGHT_ELBOW,RIGHT_WRIST_ROLL,RIGHT_WRIST_PITCH,RIGHT_WRIST_YAW,FLAG
-0.029444,-0.070717,-0.024226,0.327905,-0.299484,-0.001831,-0.029291,-0.049394,0.034484,0.438522,-0.432085,-0.006793,0.022271,-0.028703,-0.048798,0.029973,1.061075,1.001150,0.194708,-1.394748,-0.058363,-0.149731,0.058759,-1.441439,-0.919166,0.720947,1.086598,-0.059034,0.141522,1
-0.029452,-0.070717,-0.024213,0.327914,-0.299505,-0.001839,-0.029299,-0.049394,0.034484,0.438514,-0.432092,-0.006808,0.022244,-0.028695,-0.048793,0.029985,1.061063,1.001162,0.194708,-1.394748,-0.058375,-0.149731,0.058759,-1.441439,-0.919166,0.720923,1.086598,-0.059034,0.141510,1
-0.029452,-0.070708,-0.024213,0.327888,-0.299484,-0.001831,-0.029291,-0.049394,0.034471,0.438522,-0.432092,-0.006808,0.022244,-0.028703,-0.048798,0.029985,1.061075,1.001150,0.194720,-1.394760,-0.058375,-0.149731,0.058771,-1.441439,-0.919166,0.720899,1.086586,-0.059022,0.141510,1
-0.029452,-0.070708,-0.024199,0.327871,-0.299492,-0.001846,-0.029291,-0.049394,0.034471,0.438514,-0.432092,-0.006808,0.022244,-0.028695,-0.048803,0.029973,1.061051,1.001138,0.194672,-1.394748,-0.058363,-0.149743,0.058771,-1.441439,-0.919166,0.720887,1.086574,-0.059046,0.141522,1
-0.029444,-0.070708,-0.024226,0.327871,-0.299492,-0.001831,-0.029291,-0.049377,0.034498,0.438514,-0.432085,-0.006822,0.022244,-0.028718,-0.048799,0.029961,1.061063,1.001162,0.194648,-1.394760,-0.058375,-0.149731,0.058759,-1.441427,-0.919166,0.720863,1.086562,-0.059034,0.141522,1
-0.029461,-0.070708,-0.024226,0.327871,-0.299505,-0.001839,-0.029291,-0.049386,0.034484,0.438497,-0.432085,-0.006822,0.022244,-0.028703,-0.048798,0.029949,1.061051,1.001150,0.194660,-1.394760,-0.058363,-0.149731,0.058783,-1.441439,-0.919154,0.720827,1.086586,-0.059034,0.141522,1
-0.029444,-0.070708,-0.024239,0.327846,-0.299501,-0.001846,-0.029308,-0.049386,0.034484,0.438514,-0.432089,-0.006801,0.022244,-0.028687,-0.048798,0.029961,1.061063,1.001138,0.194660,-1.394748,-0.058363,-0.149731,0.058783,-1.441463,-0.919154,0.720851,1.086586,-0.059022,0.141510,1
-0.029452,-0.070708,-0.024213,0.327846,-0.299501,-0.001846,-0.029308,-0.049394,0.034471,0.438497,-0.432085,-0.006822,0.022257,-0.028703,-0.048798,0.029949,1.061051,1.001162,0.194696,-1.394760,-0.058363,-0.149731,0.058759,-1.441427,-0.919142,0.720827,1.086586,-0.059058,0.141510,1
-0.029461,-0.070717,-0.024226,0.327846,-0.299501,-0.001831,-0.029308,-0.049394,0.034484,0.438497,-0.432088,-0.006830,0.022244,-0.028710,-0.048804,0.029961,1.061051,1.001150,0.194696,-1.394760,-0.058351,-0.149743,0.058771,-1.441463,-0.919130,0.720815,1.086586,-0.059022,0.141510,1
-0.029461,-0.070708,-0.024253,0.327829,-0.299492,-0.001817,-0.029291,-0.049386,0.034457,0.438497,-0.432092,-0.006808,0.022271,-0.028710,-0.048794,0.029949,1.061051,1.001138,0.194696,-1.394760,-0.058351,-0.149731,0.058783,-1.441427,-0.919130,0.720803,1.086574,-0.059034,0.141522,1
-0.029469,-0.070708,-0.024226,0.327820,-0.299496,-0.001824,-0.029299,-0.049386,0.034484,0.438497,-0.432100,-0.006822,0.022257,-0.028703,-0.048798,0.029961,1.061051,1.001138,0.194648,-1.394748,-0.058363,-0.149731,0.058759,-1.441439,-0.919130,0.720779,1.086562,-0.059022,0.141522,1
-0.029469,-0.070708,-0.024226,0.327829,-0.299505,-0.001839,-0.029308,-0.049394,0.034457,0.438514,-0.432100,-0.006822,0.022257,-0.028703,-0.048798,0.029973,1.061051,1.001150,0.194672,-1.394772,-0.058363,-0.149731,0.058783,-1.441451,-0.919106,0.720767,1.086586,-0.059022,0.141534,1
-0.029461,-0.070708,-0.024226,0.327812,-0.299496,-0.001824,-0.029308,-0.049394,0.034484,0.438497,-0.432100,-0.006822,0.022244,-0.028703,-0.048798,0.029949,1.061051,1.001162,0.194660,-1.394772,-0.058363,-0.149731,0.058783,-1.441451,-0.919142,0.720743,1.086598,-0.059034,0.141546,1
-0.029461,-0.070699,-0.024226,0.327829,-0.299509,-0.001831,-0.029308,-0.049377,0.034498,0.438497,-0.432088,-0.006844,0.022244,-0.028695,-0.048803,0.029961,1.061051,1.001150,0.194672,-1.394748,-0.058375,-0.149719,0.058771,-1.441451,-0.919118,0.720731,1.086574,-0.059034,0.141522,1
-0.029461,-0.070708,-0.024253,0.327803,-0.299509,-0.001831,-0.029291,-0.049394,0.034498,0.438488,-0.432092,-0.006808,0.022271,-0.028703,-0.048798,0.029949,1.061051,1.001150,0.194672,-1.394748,-0.058363,-0.149731,0.058771,-1.441463,-0.919130,0.720731,1.086586,-0.059046,0.141522,1
